"","gender","index_immigration_status","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","learning_time_math","learning_time_lang","learning_time_science","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","test_anxiety","education_parents_medium","education_parents_high","pv5math"
"11169",0,1,52590,2.1655,1.1563,1.616,0,1,1,1,1,0,1,5.83333333333333,8.16666666666667,0.65,-0.4523,-0.1266,0.5094,0.1138,1.0388,0.4631,0.6007,0,1,590.168
"11170",1,1,35987,0.2162,-0.6303,0.1566,0,1,0,1,1,1,1,4.58333333333333,3.66666666666667,0.533333333333333,0.8351,0.7934,0.1458,0.2009,-0.7778,-0.2111,-0.5644,0,1,515.634
"11171",1,1,32613,-1.6287,-0.6303,-0.3311,1,1,0,1,1,0,1,2.5,2,0.316666666666667,0.7001,0.5099,0.0992,0.6098,1.0558,-0.7012,-0.9377,1,0,486.417
"11172",1,1,30271,-0.522,-1.0509,0.6491,1,1,0,1,1,0,0,4.58333333333333,3.66666666666667,0.533333333333333,-1.0005,0.6642,-1.1992,-0.9741,-1.4849,-0.8234,-0.6871,0,1,561.629
"11174",1,1,43490,-0.2818,1.1563,0.2071,1,1,0,1,1,0,1,4.16666666666667,3.33333333333333,0.5,-1.2115,-0.6749,2.1635,0.3411,-0.7579,-0.9828,0.63,0,1,491.1
"11177",1,1,35403,-0.4343,1.1563,0.6744,1,1,1,1,1,1,1,4.16666666666667,3.33333333333333,0.633333333333333,0.8033,0.7934,0.5094,0.5305,-0.0948,0.8598,0.5306,0,1,476.514
"11178",0,0,32724,-0.5975,1.1563,0.1193,0,1,0,1,1,1,1,2.5,3.33333333333333,0.5,0.0039,-0.2387,-0.8208,-0.1991,-0.7778,-0.1081,0.6999,0,1,551.304
"11179",0,1,36772,-1.2278,-0.1108,-0.2464,1,0,0,1,1,0,0,2.5,3.33333333333333,0.5,1.3751,0.6642,-1.7159,-0.6723,-1.5357,-2.1202,0.4517,0,1,458.421
"11180",1,0,26787,-1.6287,-1.1119,-1.5473,1,0,0,1,0,1,0,2.5,3.33333333333333,0.5,0.2173,-2.1603,-0.4228,0.8653,-1.9301,-0.2776,-0.5845,0,0,476.385
"11181",1,1,36075,-0.2818,1.1563,0.3541,1,1,1,1,1,1,1,4.16666666666667,4.16666666666667,0.633333333333333,-0.1458,0.7934,1.1074,1.111,0.4152,-1.8082,-0.658,1,0,600.258
"11182",0,1,26732,-0.8341,-1.3733,-0.6712,0,1,0,1,1,1,0,4.16666666666667,2.5,0.633333333333333,0.7187,0.9646,1.6403,0.763,1.7359,-0.4291,-2.505,1,0,598.061
"11183",0,0,32342,0.3005,1.1563,-0.465,0,1,1,1,1,0,1,4.16666666666667,3.33333333333333,0.633333333333333,1.8837,0.6642,0.5094,0.2913,0.3708,-0.0468,-0.0436,1,0,634.199
"11184",0,0,41668,2.1655,1.1563,0.448,1,1,1,1,1,0,1,5,3.33333333333333,0.75,1.8837,0.3171,1.3859,0.4827,-0.0948,0.705,0.7993,0,1,576.942
"11185",0,1,35686,-0.0144,1.1563,1.1374,0,1,1,1,1,0,1,4.16666666666667,3.33333333333333,0.75,1.8837,1.398,2.1635,0.8185,1.356,0.5952,-1.1801,0,1,630.772
"11186",0,1,28304,-1.6287,-0.6303,-0.9647,0,1,1,1,1,0,1,4.16666666666667,3.33333333333333,0.633333333333333,0.7634,0.6642,-0.1379,0.324,-0.3035,-0.2111,-0.1679,1,0,591.929
"11187",0,1,40020,2.1655,1.1563,1.0693,0,0,1,1,0,0,1,4.16666666666667,3.33333333333333,0.633333333333333,0.9383,0.6897,2.1635,0.8185,0.3708,-1.0351,-0.2702,0,1,591.227
"11188",0,1,50291,2.1655,-0.1108,1.4471,0,1,1,1,1,1,1,4.16666666666667,3.33333333333333,0.633333333333333,1.8837,0.4638,2.1635,0.4952,1.7359,0.8598,-1.1411,0,1,630.196
"11189",1,1,31513,-0.831,1.1563,0.9427,1,1,0,1,1,1,1,4.16666666666667,3.33333333333333,0.75,1.0389,2.5915,1.6903,0.7736,1.7359,-0.4954,-0.4305,0,1,544.626
"11190",1,1,32575,0.6093,-0.6303,0.9817,0,1,1,1,1,0,0,4.16666666666667,3.33333333333333,0.633333333333333,0.7001,0.9646,0.5094,0.206,-0.2874,-0.8771,-1.1259,0,1,576.378
"11192",1,1,31913,0.0433,1.1563,-0.4808,1,1,0,1,1,1,1,4.16666666666667,4.16666666666667,0.633333333333333,1.0818,0.5531,0.1458,0.1186,-0.1385,-0.0601,-1.1801,1,0,617.353
"11193",1,1,33556,-0.1201,-0.1108,1.0177,1,0,1,1,1,1,1,4.16666666666667,3.33333333333333,0.633333333333333,1.1892,0.7934,0.8225,0.206,-0.7778,-0.5086,-0.8801,0,1,599.302
"11194",1,1,36585,0.3005,1.1563,-0.495,1,1,0,1,1,0,0,4.16666666666667,3.33333333333333,0.633333333333333,1.8837,-0.4725,-0.5639,1.1029,-1.2836,-1.1508,-2.505,1,0,654.388
"11195",1,1,42402,2.1655,-0.1108,-0.0953,0,1,1,1,0,1,1,4.16666666666667,3.33333333333333,0.866666666666667,1.8837,0.4638,0.8225,1.2972,-1.5577,-0.61,0.0752,1,0,627.134
"11196",1,1,47656,2.1655,-0.1108,0.6682,1,0,1,1,0,0,1,4.16666666666667,3.33333333333333,0.866666666666667,1.3751,2.5915,2.1635,1.5036,1.0728,0.2296,-0.9464,0,1,578.069
"11199",0,1,31810,-0.7039,-0.1108,-1.4454,1,1,0,1,0,0,1,2.5,3.33333333333333,0.5,0.3363,-0.847,0.0992,1.1704,-0.0086,-0.3344,2.5493,0,0,494.719
"11200",0,1,38710,0.3764,-1.0509,0.8786,0,1,1,1,1,0,1,2.5,3.33333333333333,0.5,0.6558,1.5611,-0.4049,0.5305,-0.2714,-2.4615,-1.3753,0,1,548.417
"11201",0,1,25886,-0.2818,-0.8323,-0.5163,0,1,1,1,1,0,1,2.5,4.16666666666667,0.5,1.1892,1.5043,1.6903,0.6974,0.0125,0.1609,-1.4678,1,0,520.404
"11202",0,1,42230,0.2737,1.1563,1.2745,0,1,1,1,1,0,1,2.5,3.33333333333333,0.5,0.6,-0.3381,0.5094,-0.0369,1.356,1.8543,-0.0374,0,1,564.864
"11203",0,1,35837,-0.5041,-0.1639,0.3783,0,0,1,1,1,1,1,2.5,3.33333333333333,0.5,1.0438,0.5423,-0.8499,0.5305,0.0125,-1.6866,-0.2702,0,1,585.638
"11204",0,1,33582,1.0478,-0.1108,0.3864,0,0,1,1,1,1,1,2.5,3.33333333333333,0.5,1.8837,-1.1284,0.8225,-0.0908,0.3708,-0.7662,-0.6871,1,0,498.412
"11205",0,1,35316,-0.0835,-0.1108,-0.2524,0,1,1,1,0,0,0,2.5,3.33333333333333,0.5,0.3363,-0.5917,1.0661,1.4741,1.7359,-0.2908,0.1537,1,0,563.257
"11206",0,1,25299,-1.2278,-1.0509,-0.6825,1,0,0,1,0,0,1,2.5,3.33333333333333,0.5,1.2422,0.9357,-2.1154,-2.4981,-1.9301,-1.4627,0.917,1,0,456.677
"11207",0,0,38690,0.1919,-0.1108,0.2559,1,1,1,0,1,0,1,2.5,3.33333333333333,0.35,0.0039,1.5611,2.1635,1.4193,1.7359,-1.0795,-0.7999,0,1,521.471
"11208",1,0,35982,0.8068,1.1563,-0.8272,0,1,1,1,1,1,1,2.5,4.16666666666667,0.5,0.4696,0.5943,0.0992,-0.1696,-0.5375,1.3961,-0.4305,1,0,491.212
"11211",1,1,55212,1.0478,1.1563,0.2328,1,0,0,0,0,1,0,4.16666666666667,4.16666666666667,0.5,-0.4458,-0.2541,0.5563,-0.7009,0.3708,-0.9615,-0.2039,0,0,437.039
"11213",0,1,39309,0.6062,1.1563,-0.0437,0,1,1,1,1,1,1,4.16666666666667,4.16666666666667,0.35,-0.5436,-0.3381,-0.119,-0.0369,0.0125,-0.7662,0.4517,1,0,568.894
"11214",0,1,35551,-0.2818,1.1563,0.9877,0,1,1,1,1,0,1,3.33333333333333,4.16666666666667,0.633333333333333,0.4046,0.0171,0.0992,1.2758,-0.3035,-0.7315,-0.308,0,1,681
"11215",0,1,39122,0.6062,1.1563,1.0983,0,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.633333333333333,-1.0005,0.0248,0.5094,0.6098,1.7359,0.1246,1.3578,0,1,522.366
"11216",0,1,36053,0.0045,1.1563,0.2003,0,1,0,1,1,0,1,4.16666666666667,7.5,0.35,0.0039,0.3171,-0.4049,0.6584,1.0728,-1.1296,1.7184,0,1,544.078
"11217",0,1,44714,2.1655,1.1563,1.4278,0,1,1,1,1,1,1,4.16666666666667,4.16666666666667,0.35,0.3363,-0.3411,0.5094,0.5686,0.3708,-0.1756,-1.1074,0,1,554.809
"11218",0,1,45113,1.0478,1.1563,1.1118,0,1,1,1,1,1,1,4.16666666666667,5,0.35,-0.5177,1.0269,2.1635,1.3588,1.7359,-0.7764,0.7993,0,1,671.425
"11219",0,1,40792,-0.0071,1.1563,-0.1131,1,0,1,1,0,0,1,3.33333333333333,4.16666666666667,0.633333333333333,0.4541,1.5611,1.6403,1.0258,1.7359,0.5031,0.0536,1,0,552.615
"11220",0,1,45631,2.1655,1.1563,1.4615,0,1,0,1,0,0,1,5,3.33333333333333,0.5,-0.5148,-0.8021,-0.1336,-0.1239,0.8155,-0.5643,1.8135,0,1,601.214
"11221",0,1,37533,0.0058,1.1563,0.606,0,0,0,1,1,1,1,4.16666666666667,4.16666666666667,0.35,0.0039,0.6642,0.5094,0.7736,0.3708,-0.7662,0.2495,0,1,516.246
"11222",0,1,31310,-0.2031,1.1563,-0.9761,0,1,1,1,1,1,1,3.33333333333333,4.16666666666667,0.633333333333333,0.2829,1.0269,0.5094,0.6584,1.0728,-0.61,-0.2067,1,0,521.794
"11223",0,1,42208,-0.0652,1.1563,1.2117,0,1,1,1,1,0,1,3.33333333333333,4.16666666666667,0.633333333333333,0.0039,-1.4732,1.6403,0.1765,1.7359,0.1246,0.7291,0,1,715.649
"11224",0,1,42159,0.7777,-0.1639,1.3752,0,0,0,1,1,1,1,4.16666666666667,4.16666666666667,0.35,1.8837,0.3171,1.1662,1.1477,1.0218,-0.3344,-0.308,0,1,557.895
"11225",0,1,48778,2.1655,-0.1108,1.5773,0,0,1,1,1,0,1,4.16666666666667,4.16666666666667,0.35,0.8934,-0.3381,2.1635,1.0258,0.8732,-0.4954,0.1409,0,1,617.608
"11226",0,1,43364,0.7777,-0.7218,1.3782,0,0,0,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,0.5529,-0.1985,1.3705,0.579,0.7648,-0.1624,1.3453,0,1,584.712
"11227",0,1,39696,2.1655,1.1563,-0.1947,0,1,1,1,1,1,1,4.16666666666667,6.66666666666667,0.35,-0.8339,0.4597,-0.3793,0.7736,-0.4595,-1.1391,-0.9464,1,0,473.634
"11228",0,1,45804,2.1655,1.1563,0.195,1,1,0,1,1,0,1,4.16666666666667,6.66666666666667,0.35,0.0039,0.9357,0.5094,1.1786,0.3708,0.1609,0.0752,1,0,621.642
"11229",0,1,45845,0.7777,1.1563,0.7131,0,1,0,1,1,1,1,4.16666666666667,4.16666666666667,0.35,0.8934,-0.3381,0.5094,-0.0034,0.7648,-0.4495,1.7063,1,0,533.964
"11230",0,1,46743,0.2162,1.1563,0.2295,0,1,0,1,1,1,1,4.16666666666667,4.16666666666667,0.35,1.3185,-0.604,-0.1945,0.5392,0.2464,-0.2803,1.8135,1,0,399.537
"11231",1,1,35745,-0.2107,0.1927,0.3833,1,1,0,1,1,0,1,3.75,3.75,0.316666666666667,0.4046,-0.3011,-0.197,1.0291,-0.0086,-0.4495,-0.4671,1,0,560.328
"11232",1,1,44243,2.1655,1.1563,0.5096,1,1,1,1,1,1,1,4.16666666666667,4.16666666666667,0.633333333333333,0.6558,0.3171,-0.1522,0.2367,0.0125,-0.61,-0.5644,1,0,649.52
"11233",1,1,38057,0.6062,0.0659,1.1832,1,1,0,0,0,1,1,3.33333333333333,4.16666666666667,0.633333333333333,-0.9275,1.4823,2.1635,1.7755,1.0218,-0.0468,-0.7398,0,1,609.099
"11234",1,1,45188,0.1157,1.1563,1.2799,0,0,1,0,0,0,0,3.33333333333333,4.16666666666667,0.633333333333333,-1.2377,0.2669,0.7536,1.3041,0.1639,0.5796,2.5493,0,1,522.874
"11235",1,1,36535,0.7777,-0.1108,0.8793,0,1,1,0,1,1,1,4.16666666666667,6.66666666666667,0.35,-0.3164,-0.4882,0.125,0.8529,-0.2152,-0.4849,0.4521,0,1,603.427
"11236",1,1,37228,-0.5041,1.1563,0.2642,1,1,1,1,1,0,1,3.33333333333333,6.66666666666667,0.633333333333333,-1.6454,-3.1297,1.5756,1.0609,1.7359,0.959,-0.8053,0,1,490.826
"11237",1,1,40240,1.0478,1.1563,0.3955,1,1,1,1,1,1,1,3.33333333333333,6.66666666666667,0.633333333333333,-1.0005,-0.3381,0.125,1.313,1.7359,-0.1756,-0.308,0,1,638.403
"11242",1,1,35167,0.0058,1.1563,0.9943,1,1,1,1,1,1,1,3.33333333333333,4.16666666666667,0.633333333333333,0.0039,-0.3381,-0.1808,-0.3744,0.3708,-0.8771,0.0244,0,1,514.14
"11243",1,1,39345,2.1655,1.1563,0.4743,1,1,0,0,1,0,1,4.16666666666667,4.16666666666667,0.35,-0.2683,-0.3381,0.5094,0.6259,1.7359,-0.5643,0.2594,1,0,734.922
"11244",1,1,34801,-0.356,1.1563,-0.0853,1,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.633333333333333,0.0039,-0.3381,-0.197,0.5305,0.3708,0.1111,-0.0345,1,0,605.732
"11247",1,1,54847,1.0478,1.1563,1.7479,1,1,1,0,1,1,1,5,4.16666666666667,0.35,-0.0454,1.5043,1.1049,0.3209,0.9798,-0.4363,1.0016,0,1,562.958
"11248",1,1,50304,1.0478,1.1563,1.5715,0,1,1,1,1,0,1,3.33333333333333,4.16666666666667,0.35,0.2884,-0.548,2.1635,1.0609,0.7648,-0.0056,-0.7236,0,1,543.961
"11249",1,1,39724,-0.2107,1.1563,0.8311,0,1,0,0,1,0,1,3.33333333333333,4.16666666666667,0.35,0.0039,0.7934,0.5094,1.4193,1.3336,0.5952,-0.308,0,1,584.437
"11250",0,1,39274,0.6093,-0.1108,-0.1689,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,0.8934,-0.0944,0.125,0.8687,0.3708,0.1609,0.206,1,0,585.996
"11251",1,1,43606,2.1655,-0.1108,-0.423,1,1,1,1,1,0,1,3.33333333333333,2.5,0.983333333333333,0.9781,0.2947,0.8225,0.8529,-0.1557,-0.2111,-0.0997,1,0,644.012
"11252",1,1,35300,2.1655,-0.7026,-0.7282,1,0,0,1,1,0,1,3.33333333333333,3.33333333333333,0.983333333333333,-0.2296,0.412,1.3058,0.366,-0.7778,-0.8107,-1.1801,1,0,605.422
"11254",1,1,26485,-0.7039,-0.6303,-1.765,1,0,1,1,0,0,0,3.33333333333333,3.33333333333333,1.08333333333333,0.7001,2.5915,1.0637,0.2092,0.3708,-1.0795,-1.3753,0,0,639.305
"11255",1,0,34697,-0.0144,0.1927,0.1588,1,1,0,0,0,1,0,4.16666666666667,4.16666666666667,0.5,0.8351,0.6642,0.5094,0.5305,0.3708,-0.7662,-1.0698,1,0,583.6
"11256",1,1,35033,-0.522,-0.6303,-0.5521,1,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.5,0.0039,-0.3381,0.5094,0.3721,0.3708,0.1717,-0.2039,1,0,547.285
"11257",1,1,28476,-0.356,1.1563,-0.2765,0,0,0,1,0,0,1,3.33333333333333,3.33333333333333,0.983333333333333,-0.3506,0.2947,0.5094,0.685,0.3708,-1.24,-1.9346,1,0,674.777
"11258",1,1,43149,0.5025,1.1563,-0.5617,1,1,0,1,1,1,0,3.33333333333333,5,1.16666666666667,-0.5803,0.7555,2.1635,0.438,1.7359,-0.7235,1.4437,1,0,469.085
"11259",0,1,35786,0.2737,-0.1108,-0.5244,1,0,0,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.3513,-0.2588,0.019,0.3209,-0.4595,-1.5929,-0.2616,1,0,555.946
"11260",0,1,25804,-0.9969,-0.1108,-1.7901,1,0,0,1,1,1,1,3.33333333333333,3.33333333333333,0.866666666666667,-0.7943,-1.6857,-0.309,1.0972,-0.9572,-1.0795,-0.0374,0,0,423.184
"11261",0,1,40119,0.2737,-0.1108,-0.1379,0,1,1,0,1,0,1,3.33333333333333,3.33333333333333,0.866666666666667,1.2422,0.9357,1.3859,1.2268,1.7359,0.0797,-1.1801,1,0,718.095
"11262",1,1,39381,1.0478,-0.1108,0.3309,0,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.35,0.6558,1.5043,-0.1833,0.5305,0.3708,0.1111,-0.5792,1,0,726.183
"11263",1,1,36537,0.2737,-0.7026,0.3627,0,0,0,1,0,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.1458,0.6642,0.8931,0.279,1.0558,0.2084,2.5493,0,1,546.683
"11265",1,1,43934,1.0478,-0.1108,0.6966,1,0,0,1,1,1,1,5,3.33333333333333,0.633333333333333,0.2884,1.0269,2.1635,1.2221,0.7648,-0.4954,0.6725,0,1,590.1
"11266",1,1,28178,-0.4343,-0.6303,-0.2131,0,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.983333333333333,0.4592,2.5915,0.1458,0.2773,-0.0575,-0.8771,-1.4678,0,1,638.588
"11268",1,1,34762,-0.2598,-0.1108,-0.3347,1,1,0,1,1,1,1,3.33333333333333,2.5,0.35,-1.0246,1.5043,-0.8757,1.1751,0.3708,-0.544,-2.505,1,0,655.037
"11269",1,1,30780,-0.831,-1.3175,-0.791,1,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-1.0781,0.6642,-0.3928,1.2274,0.7648,-1.0795,-0.9464,1,0,528.262
"11270",1,1,26356,-0.9969,-0.6303,-0.499,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.983333333333333,1.8837,2.5915,-0.1808,0.3643,-0.2552,-0.9331,-1.1801,1,0,638.546
"11271",1,1,51396,2.1655,1.1563,0.9529,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.983333333333333,1.3818,2.5915,-0.1379,0.5305,-0.7778,-0.0056,-0.198,0,1,548.75
"11272",1,1,33096,-0.7039,1.1563,-0.396,0,1,1,1,0,1,0,3.33333333333333,3.33333333333333,0.983333333333333,1.8837,0.3171,0.5094,1.4193,0.0125,-0.1651,-0.9024,1,0,720.105
"11273",1,1,38527,-0.1892,-0.6303,0.3326,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.866666666666667,0.5664,0.5423,-0.8208,0.3043,-0.2552,-0.7662,-0.6871,0,1,495.784
"11274",1,1,39676,0.1919,-0.6303,0.7674,1,1,0,1,0,1,1,3.33333333333333,3.33333333333333,0.983333333333333,0.1252,0.4638,0.8061,0.685,-0.0486,0.1111,-0.7766,0,1,712.159
"11275",1,1,39240,-0.1201,-0.1108,0.2431,1,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.983333333333333,0.5664,0.6642,1.4062,0.0566,-1.1959,0.1582,-1.464,1,0,623.977
"11276",1,1,29587,-0.7039,-0.1108,-0.8969,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.983333333333333,1.8837,-0.0621,-0.1379,-0.0095,-0.3035,-0.3396,-0.1952,1,0,514.353
"11277",1,1,37982,0.0768,-0.6303,-0.2577,0,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.6353,0.1052,0.8225,0.3643,-1.0839,-1.4246,-0.6788,1,0,658.832
"11278",1,1,33475,0.2737,-0.6303,0.4445,1,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.8285,2.5915,2.1635,0.7803,0.5848,-0.8602,-2.505,1,0,486.813
"11279",1,1,47398,0.2737,1.1563,-0.2423,1,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-0.8285,2.5915,2.1635,0.7803,0.5848,-0.4495,-0.6871,1,0,481.814
"11280",1,1,44322,0.2737,-0.1108,1.2274,1,1,0,1,1,0,0,4.16666666666667,2.5,0.633333333333333,-0.8403,-0.5351,0.0507,1.7541,0.9798,-1.2797,0.0876,0,1,584.989
"11281",1,1,32937,-0.4343,-0.6303,-0.7324,1,1,0,1,1,0,0,4.16666666666667,2.5,0.633333333333333,-1.129,-0.2359,1.0914,0.2266,-1.9301,-1.8309,-0.0879,1,0,687.514
"11282",1,1,39861,0.3005,-0.1108,0.7329,1,0,1,1,1,0,1,3.33333333333333,3.33333333333333,0.866666666666667,1.3818,-0.2588,0.5094,0.3315,1.0728,-1.1391,-0.0345,0,1,582.703
"11283",1,1,32234,0.0768,-0.1108,0.4526,1,1,0,0,1,1,1,3.33333333333333,3.33333333333333,0.866666666666667,1.3818,0.3171,2.1635,0.7165,0.3708,-0.0495,-1.4251,0,1,455.927
"11284",1,1,32100,-0.0835,-0.1108,0.9022,0,1,1,0,1,0,1,5,4.16666666666667,0.983333333333333,-0.7185,0.9357,1.3859,0.8687,1.7359,0.2805,-1.6189,0,1,639.383
"11285",1,1,39953,-0.2818,-0.1108,1.0049,1,1,0,1,1,0,0,4.16666666666667,4.16666666666667,0.5,1.3185,1.398,-1.7159,-0.6447,-0.7182,-0.2307,-1.464,0,1,630.09
"11286",1,1,33602,0.1157,-0.1108,0.8335,1,1,0,1,1,0,0,5,4.16666666666667,0.983333333333333,0.1099,0.9357,0.5094,1.0023,0.3708,-0.9331,-2.505,0,1,768.257
"11287",1,1,39551,2.1655,-0.1108,0.9074,1,1,0,1,0,1,1,3.33333333333333,2.5,0.35,-1.0005,0.1885,0.8225,0.763,0.7648,-0.3927,-0.1621,0,1,546.384
"11288",1,1,38626,0.1157,-0.6303,0.4478,1,1,0,1,1,0,1,4.16666666666667,3.33333333333333,0.5,0.5529,-1.8419,-0.8208,-0.1671,0.3708,0.1246,-0.3318,1,0,625.78
"11289",1,1,34404,-0.7039,-1.4682,0.148,0,1,0,1,1,0,0,3.33333333333333,4.16666666666667,0.5,-1.5209,-0.5064,0.1458,0.2649,-0.7778,-0.5996,-0.9848,1,0,674.648
"11290",1,1,34538,-0.8341,-0.1108,-0.3843,1,0,0,0,0,0,1,3.33333333333333,4.16666666666667,0.75,-1.0029,0.4597,0.1458,-0.0749,-0.7778,-1.4627,0.5125,1,0,581.786
"11291",1,1,42902,2.1655,-0.1108,0.2537,0,1,1,1,1,0,1,3.33333333333333,4.16666666666667,0.75,0.0039,1.398,-2.1154,2.4511,0.3708,-0.9331,0.5271,1,0,568.754
"11292",0,0,40151,0.3744,-0.1108,0.5782,0,1,0,1,1,1,1,3,4,0.416666666666667,0.5529,2.5915,0.8931,0.0795,-0.3035,1.8543,0.1661,0,1,503.491
"11293",0,1,33166,-0.1892,0.0321,-0.8067,0,1,1,1,1,0,1,3,5,0.416666666666667,-0.2683,0.6642,-0.6427,-0.1986,-0.5375,-0.7662,0.5903,1,0,551.652
"11294",0,1,35523,0.2145,1.1563,0.2222,1,0,0,1,1,1,1,3.75,5,0.5,-0.5436,0.0248,-0.8208,0.206,-0.7778,-0.7662,0.5209,0,1,478.27
"11296",0,1,40792,2.1655,1.1563,-0.1751,0,1,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,0.2343,-0.9414,1.6681,0.2436,1.7359,0.8101,0.5306,1,0,535.261
"11297",0,0,39385,0.7777,1.1563,0.0128,0,1,1,1,1,1,1,3,4,0.416666666666667,0.2343,0.9357,-0.1379,1.0687,0.8155,0.4631,2.5493,0,1,516.857
"11298",0,1,31114,-0.2951,-1.1119,-0.8821,0,0,0,1,1,1,1,2.75,3.66666666666667,0.383333333333333,0.5529,-0.6334,-2.1154,-0.3942,-0.4595,-1.4136,0.6538,1,0,546.338
"11299",0,1,41495,0.0636,1.1563,-0.108,0,1,0,1,1,1,1,3,4,0.416666666666667,-0.7372,0.6642,-2.1154,-0.8083,-1.9301,1.8543,0.5873,1,0,553.33
"11300",0,0,41552,1.0478,1.1563,-0.6018,0,1,1,1,1,0,1,2.75,5.5,0.383333333333333,-0.8747,-0.082,-1.3786,-0.2323,-0.7778,-0.61,0.5306,1,0,503.681
"11301",0,1,38689,2.1655,-0.1108,0.3178,0,1,1,0,1,0,1,3,4,0.416666666666667,1.8837,0.9357,0.5094,0.5414,1.7359,-0.4468,0.3333,0,1,634.697
"11302",0,1,32673,-0.1201,-1.4545,0.2084,0,1,1,1,0,1,1,2.5,3.33333333333333,0.35,-1.38,0.3645,2.1635,1.3674,0.2852,0.1111,1.0016,1,0,540.141
"11303",0,1,41576,2.1655,0.0321,1.1265,0,0,0,1,1,0,1,3,4,0.416666666666667,-0.8722,-0.3381,-2.1154,-1.2847,-0.7778,-0.1756,1.8135,0,1,575.504
"11304",0,1,42710,0.7777,1.1563,1.1475,0,1,1,1,1,0,1,2.75,6.41666666666667,0.383333333333333,0.3581,-0.3381,0.5094,0.7736,0.3708,-0.1651,0.5209,0,1,490.263
"11306",0,1,36197,0.0768,-0.1108,1.0115,0,1,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-0.107,0.0825,1.0501,0.6098,-0.2552,-1.4136,1.0461,0,1,384.585
"11307",0,1,37872,-0.1892,1.1563,-0.2411,1,1,0,1,0,1,1,3,4,0.416666666666667,1.0389,1.398,-0.5544,0.324,-0.5925,-0.2111,0.5043,1,0,472.772
"11308",0,1,35451,-0.5041,-1.7123,-0.3507,0,1,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,0.8033,-0.2588,-0.3793,-0.2052,-0.2552,-0.2111,1.7184,1,0,567.082
"11310",0,1,40192,1.0478,-0.1108,0.1541,0,1,1,1,1,0,0,2.75,3.66666666666667,0.383333333333333,-1.0005,-0.6334,-0.3928,0.438,-0.5555,0.959,1.0051,1,0,475.268
"11312",1,1,36665,-0.2107,-0.1108,1.2147,1,0,0,0,1,0,1,2.75,3.66666666666667,0.383333333333333,-1.3287,0.5073,0.5094,0.0841,-0.8367,-1.5468,-0.4305,0,1,524.778
"11313",1,1,31895,-0.4365,-1.5169,0.3781,1,1,1,1,1,0,0,3,5,0.416666666666667,1.0438,-0.4725,-1.2464,-0.7413,-0.2874,-1.0676,-0.5306,0,1,606.25
"11314",1,1,37197,0.6062,1.1563,0.23,0,1,1,1,1,0,1,2.5,3.33333333333333,0.35,0.5616,0.4638,0.8904,0.2579,0.0125,-0.1163,-0.0746,1,0,688.135
"11315",1,1,37805,-0.0514,-0.1108,0.9673,1,1,1,1,1,1,1,2.75,6.41666666666667,0.383333333333333,-0.3007,-0.6334,0.5094,0.2913,0.3708,-0.8771,0.3997,0,1,532.904
"11316",1,1,37186,0.3744,1.1563,-0.5949,1,1,1,1,1,0,1,3,7,0.416666666666667,-1.5181,0.2493,0.0992,0.408,0.3708,-0.1519,0.5209,1,0,499.115
"11317",0,1,44174,0.3744,1.1563,0.5071,0,0,1,1,1,0,1,3,4,0.416666666666667,1.8837,0.9357,-0.1808,-0.0861,-0.0948,1.8543,1.288,1,0,632.308
"11320",0,0,33878,0.7777,1.1563,0.0791,0,1,1,0,1,0,1,4,6,0.416666666666667,-1.0005,-1.1039,0.8904,1.1786,0.3708,0.4631,1.1311,0,1,522.762
"11321",0,1,32515,-1.6287,0.6645,-1.5228,0,0,0,1,1,0,0,4,6,0.416666666666667,-0.7104,0.4638,-1.2485,0.5305,-0.7778,0.1218,1.0461,0,0,489.936
"11322",0,1,23398,-1.6287,-0.5512,-1.2462,1,1,0,0,1,1,1,4,6,0.416666666666667,-1.0715,0.4638,-1.4458,-0.0123,0.8063,0.1218,1.0461,1,0,373.207
